Est Dia in KM(min),Est Dia in KM(max),Relative Velocity km per sec,Minimum Orbit Intersection,Eccentricity,Semi Major Axis,Inclination,Asc Node Longitude,Perihelion Arg,Mean Anomaly,Hazardous
0.0421264611,0.0941976306,10.8435350851,0.0666464,0.2473747528584080,0.9352170073812010,7.028450269921950,204.1993482802670,23.65247194162790,247.60414775645,FALSE
0.1335841639,0.2987032712,15.6786970401,0.0739088,0.3838850579102440,0.8740622180160320,10.8683759590036,100.3027572519900,257.1689856660800,38.2553300025332,FALSE
0.8801465209,1.9680674509,36.9027872256,0.0508661,0.5639780444598700,1.723590507735430,53.82827282376170,38.98727038019350,114.9699500537070,325.3972971861630,FALSE
0.1010543415,0.2259643771,15.7970850712,0.0549144,0.1538369907726770,1.157817149428840,31.0424516089619,49.31999676585110,246.8332902517550,267.2300401028930,FALSE
0.1272198785,0.2844722965,20.2894533769,0.0812573,0.4765100329390350,1.253468714046950,5.80092536793395,191.2587796617730,147.9375112842550,281.3684518532310,FALSE
0.2111324448,0.4721064988,19.8548506193,0.117551,0.526542700061064,0.8963389405575240,20.13021458154910,38.78160579508240,334.98067422639,27.86736522773490,FALSE
0.1677084622,0.3750075218,24.7182552115,0.00215466,0.5332462604352890,1.653696612656540,7.502275135786710,74.49124208498930,250.7422433155760,153.2259944718530,TRUE
0.096506147,0.2157943048,11.3966022742,0.0499383,0.4988696932157260,1.100327266788940,10.78773208277200,16.98040476322840,125.9795009921140,165.1195034118490,FALSE
0.2016299194,0.4508582062,15.4554198905,0.0947896,0.4908497989594160,1.661650553101950,22.1301664250267,72.21757892144070,100.3153715205700,170.8032501941030,FALSE
0.0350392641,0.0783501764,14.6851764215,0.021176,0.1896829317424600,1.233608012173820,5.565071112894870,215.9032878169590,323.5602403844880,121.6788610599900,FALSE
0.4619074603,1.0328564805,19.5361708097,0.0613713,0.591282535960133,2.269587545102290,28.17732240810390,95.20300055129500,158.5215330934830,189.5306371002730,FALSE
0.0183888672,0.0411187571,4.8238986328,0.00120536,0.3500664333192880,1.365936091394590,0.6544971567741350,214.1302323153940,119.6465718765470,313.2636057069760,FALSE
0.0366906138,0.0820427065,11.5082485302,0.0222117,0.202625295607249,1.253655419096380,20.00369553323630,256.4453282720150,38.56656343615320,285.6728098139620,FALSE
0.3195618867,0.7145621017,18.3327339774,0.0142281,0.2348032024240590,1.187057031586830,27.42819291107600,91.3017276853694,58.2930682841533,349.2002761211890,TRUE
0.0152951935,0.0342010925,7.9263615697,0.00634687,0.1197566329200360,1.126601949757110,6.507326870768590,242.5828956419750,318.5163366159040,301.1588142652100,FALSE
0.1838886721,0.411187571,19.6672789686,0.113249,0.2991539178730140,0.9127170167367620,21.03334897898410,87.57392832159940,23.61692199702260,278.3844048313940,FALSE
0.3195618867,0.7145621017,18.3327075668,0.014981,0.2347705612442140,1.18707590311588,27.42934756970820,91.29622833768230,58.30311252249620,141.6139706740250,TRUE
0.2001497153,0.447548369,17.4813559273,0.317486,0.4054789391223800,1.062613440594970,29.97955176309090,280.3174924693280,202.1321893156030,194.9409036905400,FALSE
0.8405334021,1.8794898244,16.1254927357,0.0636542,0.5484018822965250,2.306718529428720,3.246143241153580,213.2863017826750,98.0395632854609,112.3129187151670,FALSE
0.1058168859,0.2366137501,13.4752350082,0.0589302,0.30977234666475,1.150231297936060,20.01862819566330,268.0963340337390,70.13595363127100,318.6663283583580,FALSE
0.0667659413,0.1492931834,4.3317191588,0.0949569,0.2318209307064730,1.438387666344340,7.096661497807140,253.4295183007640,18.92836310165710,309.8889442894270,FALSE
0.1332155667,0.2978790628,16.9382989689,0.0738937,0.5261474187914920,2.161978055705670,4.440911302351280,237.8567752670390,78.24190434677630,348.3639762732330,FALSE
1.332155667,2.978790628,13.1145420116,0.0436453,0.3399797159866460,0.7531844336406680,24.9272962782371,272.6928189515700,156.6239373490320,204.1265053446830,TRUE
0.2424124811,0.5420507863,11.0655789028,0.0270542,0.4614920351674890,1.087142228849050,18.2835214315469,246.750955268562,256.0421444347080,310.1782421031940,TRUE
0.0101054342,0.0225964377,12.5521761782,0.00108035,0.3884472788369990,0.830728067890893,5.059664077001310,166.1544806171290,319.7961989090850,338.7787406603180,FALSE
0.0096506147,0.0215794305,12.5265347443,0.00396247,0.3601241569688030,0.9297454068141840,0.4952217100602060,323.4926064565490,264.2658160994400,281.3559795432980,FALSE
0.1289302951,0.2882969041,12.8353276218,0.119136,0.294842973658921,1.498548586522000,6.801303325578500,56.16673208709450,259.3072848150320,19.03910493734080,FALSE
0.4836764882,1.0815335068,24.3634556187,0.00197078,0.4921266252859240,1.694978563392390,7.83911684920814,326.9024685776040,233.0557394203600,36.11013318463240,TRUE
0.2016299194,0.4508582062,8.9531690586,0.0355235,0.4120948370750940,0.9138520280653590,5.208499321631480,205.2425729545680,211.1301076969900,330.2984546084540,TRUE
0.6376097899,1.4257388333,15.5946377133,0.243876,0.3929044048426270,1.90717825097135,19.80151512180680,90.67146973110700,235.8207925628000,138.6044236764720,FALSE
0.3346223745,0.7482383761,31.6077353288,0.00803028,0.5374951507131840,1.854462055451620,38.50091552904150,124.7942812859420,237.7160546006990,264.9401353771950,TRUE
0.4836764882,1.0815335068,32.1814057516,0.22291,0.790756960368756,1.064507657848710,43.56115448362100,276.4541321668490,160.10543676,18.81210234352100,FALSE
0.4836764882,1.0815335068,32.1814058882,0.22291,0.7907569689137180,1.064507658028580,43.56115504220870,276.4541314999230,160.1054355754490,18.8121029128578,FALSE
0.2538370294,0.5675968529,18.5175254845,0.14088,0.2476966426679780,1.376451096446350,37.22407108829240,106.1303161194640,244.0632687260300,324.3908879648890,FALSE
0.2538370294,0.5675968529,31.1285563305,0.00799405,0.6073127022277190,1.73386919363144,0.9209450537747630,317.3928578023470,228.7276848309120,265.8872187409410,TRUE
0.2424124811,0.5420507863,18.5175194475,0.141147,0.2476471761427560,1.376501611527480,37.22279206579990,106.1248590326740,244.0608253914650,208.5269511313090,FALSE
0.3051792326,0.6824015094,26.347867125,0.200346,0.4364161676008860,1.895561584856530,40.75589995690740,296.3182956877210,56.56054080211470,158.0760770160070,FALSE
1.214940408,2.7166893409,20.2917992454,0.256265,0.707411422929393,2.016449150650890,15.95128044364070,168.5299865401230,167.1005289202970,255.4052559846540,FALSE
0.6991252322,1.5632915441,15.3422196651,0.0451383,0.2780787999190190,1.189569735081820,30.1225406141259,292.4757569846700,84.20468860052980,308.879960955237,TRUE
0.0483676488,0.1081533507,9.8307494523,0.0752783,0.222717159391895,0.9253650074475230,13.08284558438970,359.7151698871410,330.5650246556430,325.6108650727420,FALSE
0.2315021222,0.5176544822,15.4140722175,0.0449381,0.2710734108752350,0.7521531361361500,19.1976308267857,358.6587800949910,347.4623459991790,296.4561445080390,TRUE
0.1925550782,0.4305662442,14.6993080325,0.143015,0.249441069304206,1.310034736062650,14.97551130247510,119.3113637536020,267.3785244832690,217.173539820518,FALSE
0.8405334021,1.8794898244,21.255850666,0.0197173,0.5749602982938390,2.237486605660770,16.14284854240450,116.8191316160530,139.3276943771840,226.7028231177020,TRUE
0.2315021222,0.5176544822,19.8486346,0.122189,0.2568069943428220,1.367546504692950,37.36069360524820,118.9617953672090,305.8884068834910,221.1766293872040,FALSE
0.040230458,0.0899580388,9.509879717,0.00335624,0.4073193079080170,0.8301293866516700,1.914256662040000,243.0519125356720,213.6346689133140,312.2502959502080,FALSE
0.1058168859,0.2366137501,16.0610662796,0.013789,0.5146651431643740,0.9061444567592150,8.805309986974390,211.1157354680620,44.6338158622501,238.5895014705890,TRUE
0.0073207399,0.016369672,20.4844542549,0.00229906,0.2969169445501020,1.288215731785640,3.648952368735200,177.7237952656620,54.57036918965710,330.3027265993830,FALSE
0.0183888672,0.0411187571,19.5349282417,0.0041285,0.3142290572731070,1.27714625028094,27.79521315206510,334.3526039521190,239.4568280891990,128.0888492709680,FALSE
0.2111324448,0.4721064988,13.2016603762,0.154706,0.5405178023526710,0.968377581781579,11.22419547692230,128.2836974696950,358.5166597457220,266.010279771211,FALSE
0.1677084622,0.3750075218,24.3675548124,0.164167,0.5920637249101250,1.02204832684398,22.48814425873500,64.94457277444640,27.71113556351530,75.87228480396960,FALSE
0.2111324448,0.4721064988,14.2479431871,0.0640277,0.247892802415425,0.8692400532428960,14.07363263320680,303.619451429382,241.2457181552930,179.9242659581220,FALSE
0.0133215567,0.0297879063,15.4970037958,0.0200872,0.1944668036041750,0.9928418174587030,12.93289524955620,107.308006136735,105.9025698631640,169.3102929035900,FALSE
0.3841978911,0.8590926012,19.8851596295,0.180276,0.6364788257474350,1.847854685254640,12.09591999913570,242.8083220263310,165.6231304285060,262.1602701720380,FALSE
0.5815070396,1.30028927,3.6316313291,0.120423,0.275645195703379,1.461599740800430,7.559173999677170,122.4573310894540,249.7394136036380,137.6282212657400,FALSE
0.4619074603,1.0328564805,10.6702066978,0.236062,0.1843426617058000,1.373675245828440,21.21089365186560,137.0475226872610,101.1889164194010,329.0904802207050,FALSE
0.0305179233,0.0682401509,19.6482727113,0.0285671,0.2030510455908620,1.042607694139680,4.22223501558565,146.24487474079,296.9358099718220,192.950326389245,FALSE
0.0350392641,0.0783501764,15.8283192329,0.00908397,0.3623412818111570,0.8045111682670720,14.95651571067210,206.1288496349380,327.946014101613,315.9645924472470,FALSE
0.1529519353,0.3420109247,12.8466218044,0.138005,0.1727505558584060,1.220779402862680,25.78403060537170,157.224245276986,76.36357280906760,217.4920487687970,FALSE
0.3669061375,0.8204270649,20.9869210498,0.0261387,0.2453492870265470,1.249949556315620,34.84177629327660,149.9465216640270,309.2586559908570,275.7103214581480,TRUE
0.6089126221,1.3615700154,13.640816033,0.183099,0.5866239297757430,2.857746915166380,22.63213585239610,342.2124259372510,14.0525696730914,204.6427292680380,FALSE
0.02658,0.0594346868,1.4444125634,0.0448509,0.1084151637830950,1.167829548918550,2.294234819308750,7.6341397453128,19.27899904590320,101.827874625062,FALSE
0.3669061375,0.8204270649,20.9868479851,0.0287566,0.2453827326983620,1.249866955593950,34.8408230892633,149.9422270457520,309.2546882817980,197.8474532414080,TRUE
0.0667659413,0.1492931834,12.1994444643,0.0896811,0.311335293033921,1.452642086480580,13.21059097460450,270.8048442942990,127.8868226456740,178.021335305533,FALSE
0.2783267681,0.6223575734,21.8235957809,0.0703769,0.6904175453451730,1.810032265391180,4.629447663932810,153.6329593635460,204.50578533573,7.126982341285600,FALSE
0.3346223745,0.7482383761,15.5196895769,0.229332,0.5542303362728850,1.122247254074880,24.46689441089040,191.2527124013880,29.44391572625640,256.2265857999160,FALSE
0.0291443905,0.0651688382,5.7721969184,0.0378689,0.1889226522509930,1.292702072996870,0.9766283120282110,45.26691335656940,190.6591072492210,88.08560386672830,FALSE
0.0121942467,0.0272671645,5.985693748,0.00138825,0.2640538859757100,1.007138471483020,1.811674081309310,185.8691790850470,100.3230370449920,87.30597168123130,FALSE
0.1529519353,0.3420109247,33.0137345686,0.0443814,0.7429197714072430,2.535083408794550,8.947767874862200,344.1615922444420,118.2595343760780,149.7746537414770,TRUE
0.1838886721,0.411187571,12.2330316667,0.214825,0.3980255376329460,1.777807587614620,22.95160410652690,344.0968673856420,64.44728661082160,69.46572316256480,FALSE
0.024386809,0.0545305626,20.0603526459,0.0240122,0.3260357937467520,0.8530614548537200,18.67301195226720,181.707208288901,323.6011374134230,217.8217198282910,FALSE
0.3195618867,0.7145621017,24.4364336236,0.22486,0.4224555943413240,0.8702809086347040,32.22691479429760,29.79498678119860,187.3922816371670,87.25022796535130,FALSE
0.022108281,0.0494356193,8.178060535,0.00361704,0.3968356454760090,0.952890381194718,1.504765649482930,9.750383077646700,127.4900299636270,128.5098086481510,FALSE
0.2210828104,0.4943561926,13.9990858768,0.0511177,0.5147876322815460,0.8938575799171850,21.09358036965410,12.96137180959470,218.6192689166660,85.1151305460568,FALSE
0.4023045798,0.8995803882,15.4776155215,0.00672532,0.7119507498168250,2.176240135386810,13.30368650062960,355.4787924280730,86.23064422521150,280.3456586195320,TRUE
0.0732073989,0.1636967205,10.3538812075,0.0224851,0.2706344259804050,1.185402267868300,6.072461617563960,10.38189097684690,81.31956727808230,307.093083653724,FALSE
0.0334622374,0.0748238376,7.0350792638,0.025176,0.2499222400619660,0.8855456744457500,10.80071330359580,4.523783599081490,216.088514827759,246.4093799891690,FALSE
0.0350392641,0.0783501764,4.5430541949,0.0247658,0.398751214499961,1.455118168066540,2.698883026018020,12.47108401797540,93.69006032021540,36.039263110496,FALSE
0.0127219879,0.0284472297,23.6998713743,0.0242782,0.3471995999621230,0.7598608696198280,24.78037108285350,22.38391211190040,185.4172634757050,133.4904732191780,FALSE
0.4411182,0.9863702813,34.718736792,0.0797107,0.6872155315752200,1.814799732405520,27.92413357540920,30.87949107095690,104.3815070963000,324.154910400744,FALSE
0.0921626549,0.2060819612,12.9802265886,0.0259126,0.2597323195329090,1.16651991571092,5.035044225594920,28.8520216092119,271.6146744029960,179.6031185576670,FALSE
0.3346223745,0.7482383761,7.5419072602,0.107051,0.2719420423503480,1.242319677520230,14.24516858773410,98.32819872250840,169.7281330021670,24.79516196529260,FALSE
0.6089126221,1.3615700154,18.153807376,0.00221412,0.1945443757838800,1.069295734937420,24.8308415698602,39.13339239024660,78.20976413384200,225.8678286950510,TRUE
0.0334622374,0.0748238376,11.2868147134,0.025664,0.05733700568269790,0.989173520926894,11.63229032649050,357.789502255069,306.666110975172,141.9998843908470,FALSE
0.1010543415,0.2259643771,23.7222056845,0.095436,0.2448179992803080,0.8821099863816000,35.31551686752510,195.1507089091170,187.9551444288660,142.1815302614340,FALSE
0.0231502122,0.0517654482,11.6461113709,0.0618104,0.1554140405300160,0.91325910874817,13.09120506329840,252.5344599430410,344.091615887813,147.9107628630980,FALSE
0.5815070396,1.30028927,11.6471067312,0.013395,0.4685677328906180,0.9895267061027040,9.91682854015037,152.4478065215990,55.04820444943430,276.5319456445040,TRUE
0.0766575574,0.1714115092,10.3532420903,0.0758499,0.3771015365758620,0.8924375048209180,14.56422880798160,231.238900909218,327.0394215010600,182.5608780679720,FALSE
0.2783267681,0.6223575734,23.3841231755,0.076602,0.407681907296886,1.479975538567060,6.850632236516970,128.1993835584810,195.7444816379010,65.68939439361330,FALSE
0.4212646106,0.9419763057,12.1380316514,0.0338689,0.4007049618331720,1.341419601931610,21.59647394036670,356.5206024962070,64.62687148731520,4.235828002711380,TRUE
0.2658,0.5943468684,21.5761473965,0.111975,0.6400994485240770,2.203387401094660,10.93665153288010,286.6297806146020,198.8800731866520,227.9818461873180,FALSE
0.1677084622,0.3750075218,16.5015793479,0.0679351,0.2757898058808470,0.9388650495368170,19.74382384323930,58.63805153976580,225.5447936950170,75.43067960519980,FALSE
0.3195618867,0.7145621017,13.121608316,0.0247891,0.2365803036841380,1.162054188805340,25.00778018028830,57.87465674677430,240.7970766723730,248.6885108731510,TRUE
0.3503926411,0.7835017643,7.9524044024,0.0215286,0.1290438595815370,1.061197120692010,15.08972042172530,215.4436355173160,61.17301359257870,301.4816144786950,TRUE
0.0030517923,0.0068240151,19.1262861676,0.00110619,0.2022066654251080,1.139867612715610,1.404650461741400,221.3622191958430,297.5330995701770,119.5014484404570,FALSE
0.0530340723,0.1185877909,6.7724555122,0.0565851,0.1140460414326020,1.113917071953580,7.05651930338303,192.9525065102370,284.8134146915100,142.7481820673410,FALSE
0.3503926411,0.7835017643,7.9524044759,0.020437,0.1290153472152780,1.061191066459370,15.0900047631558,215.4428312993690,61.18913869575110,121.790814642756,TRUE
0.1272198785,0.2844722965,8.9768962821,0.318512,0.06950169431499870,1.360874576016340,15.62269162411450,233.8821450993130,84.04221652066520,357.8516051855000,FALSE
0.5815070396,1.30028927,19.3001496201,0.0624827,0.6758869219402300,3.238893068291940,18.47384237256170,230.8272399702530,173.863021292596,256.9953310942830,FALSE
0.0555334912,0.1241766613,11.1525255908,0.0941106,0.1900530163434680,1.24667286484819,20.25673421279180,260.0125772301640,293.0934995319860,116.9081914823360,FALSE
0.2424124811,0.5420507863,7.7752843227,0.119386,0.1582994399307160,1.221222962806300,15.73210382744210,105.7172765813130,64.90665549164990,308.6824688820190,FALSE
0.0167708462,0.0375007522,8.4548375526,0.00283925,0.2847180788702690,1.343136859962100,7.992793446302050,143.3850095152950,330.4917718446130,247.898774161062,FALSE
0.4023045798,0.8995803882,4.5544349416,0.316229,0.242855734811707,1.697239040890700,7.010867579518950,275.0626715050580,115.4724427722850,331.7666356085580,FALSE
0.6991252322,1.5632915441,24.0740291824,0.010566,0.4179262386660450,0.7184976905003900,7.341854914201310,82.00123323283420,167.2965171869820,241.1948950677450,TRUE
0.4619074603,1.0328564805,16.1934694025,0.143818,0.4484890787234440,1.39649036846182,14.83114862551180,22.05535256630600,145.6407166642080,26.96545347008090,FALSE
0.2658,0.5943468684,11.3141276378,0.0331774,0.2820310927535010,0.8372024786502690,13.89965502865120,57.80375669977670,315.1638598580110,175.0469529693100,TRUE
0.1010543415,0.2259643771,12.111926908,0.0113586,0.5567337012305470,1.006605851989090,0.8481960586753920,127.0622179919940,186.8452503669190,268.3465264350020,TRUE
0.6376097899,1.4257388333,2.4294150614,0.283318,0.5240532865211670,2.643137459705850,3.372346677255610,178.3192710526730,278.1657437776230,18.44912511964790,FALSE
0.3841978911,0.8590926012,25.5086958994,0.13164,0.8331011938977630,1.100261590809680,23.70617095026810,308.8793229286660,18.13621485188890,318.3354905518330,FALSE
0.0506471459,0.1132504611,24.8779835635,0.0316225,0.3410722161572660,0.8572603824767730,3.137522754552110,336.6215024403390,350.6340811849040,181.0468117901620,FALSE
0.3841978911,0.8590926012,21.1588162707,0.068965,0.378963254200687,1.396324485890180,15.45109082614030,58.80709475446890,139.8445496862940,135.2027079873450,FALSE
0.6991252322,1.5632915441,33.9284382785,0.217108,0.5029366679583710,1.532200384379730,52.23787326601720,124.9900565678390,9.78309393128923,143.1272065308820,FALSE
0.3841978911,0.8590926012,21.1587628409,0.0683833,0.3790170742696510,1.396228061943840,15.45231677256390,58.80444933705010,139.8599008943960,14.13515010239520,FALSE
0.096506147,0.2157943048,19.4132648241,0.16521,0.5553834027313850,0.8410845845342320,31.90611178790660,338.1601227638800,341.0891992217250,112.0207860819850,FALSE
0.6991252322,1.5632915441,33.9284382992,0.217108,0.502936667954702,1.532200384377790,52.23787326605070,124.9900565678010,9.783093931778310,143.1272065305470,FALSE
0.6376097899,1.4257388333,24.3022599558,0.106558,0.9009731529779080,1.842706954621160,12.79057410499850,342.7271352124850,14.77481046733030,250.5920558239720,FALSE
0.2783267681,0.6223575734,16.1366811697,0.10218,0.3297933548055880,1.296322565902410,14.33285505093560,253.4348740768570,165.1484126740220,254.9924492279310,FALSE
